date,equity,cash
2025-01-08,98984.7797535,98984.7797535
2025-01-10,98984.7797535,98984.7797535
2025-01-13,98984.7797535,98984.7797535
2025-01-14,98984.7797535,98984.7797535
2025-01-15,98984.7797535,98984.7797535
2025-01-16,98984.7797535,98984.7797535
2025-01-17,98984.7797535,98984.7797535
2025-01-21,98984.7797535,98984.7797535
2025-01-22,98984.7797535,98984.7797535
2025-01-23,98984.7797535,98984.7797535
2025-01-24,98984.7797535,98984.7797535
2025-01-27,98984.7797535,98984.7797535
2025-01-28,98984.7797535,98984.7797535
2025-01-29,98984.7797535,98984.7797535
2025-01-30,98984.7797535,98984.7797535
2025-01-31,98984.7797535,98984.7797535
2025-02-03,98984.7797535,98984.7797535
2025-02-04,98984.7797535,98984.7797535
2025-02-05,98984.7797535,98984.7797535
2025-02-06,98984.7797535,98984.7797535
2025-02-07,98984.7797535,98984.7797535
2025-02-10,98984.7797535,98984.7797535
2025-02-11,98984.7797535,98984.7797535
2025-02-12,98984.7797535,98984.7797535
2025-02-13,98984.7797535,98984.7797535
2025-02-14,98984.7797535,98984.7797535
2025-02-18,98984.7797535,98984.7797535
2025-02-19,98984.7797535,98984.7797535
2025-02-20,98984.7797535,98984.7797535
2025-02-21,98984.7797535,98984.7797535
2025-02-24,98984.7797535,98984.7797535
2025-02-25,98984.7797535,98984.7797535
2025-02-26,98984.7797535,98984.7797535
2025-02-27,98984.7797535,98984.7797535
2025-02-28,98984.7797535,98984.7797535
2025-03-03,98984.7797535,98984.7797535
2025-03-04,98984.7797535,98984.7797535
2025-03-05,98984.7797535,98984.7797535
2025-03-06,98984.7797535,98984.7797535
2025-03-07,98984.7797535,98984.7797535
2025-03-10,98984.7797535,98984.7797535
2025-03-11,98984.7797535,98984.7797535
2025-03-12,98984.7797535,98984.7797535
2025-03-13,98984.7797535,98984.7797535
2025-03-14,98984.7797535,98984.7797535
2025-03-17,98984.7797535,98984.7797535
2025-03-18,98984.7797535,98984.7797535
2025-03-19,98984.7797535,98984.7797535
2025-03-20,98984.7797535,98984.7797535
2025-03-21,98984.7797535,98984.7797535
2025-03-24,98984.7797535,98984.7797535
2025-03-25,98984.7797535,98984.7797535
2025-03-26,98984.7797535,98984.7797535
2025-03-27,98984.7797535,98984.7797535
2025-03-28,98984.7797535,98984.7797535
2025-03-31,98984.7797535,98984.7797535
2025-04-01,98984.7797535,98984.7797535
2025-04-02,98984.7797535,98984.7797535
2025-04-03,98984.7797535,98984.7797535
2025-04-04,98984.7797535,98984.7797535
2025-04-07,98984.7797535,98984.7797535
2025-04-08,98984.7797535,98984.7797535
2025-04-09,98984.7797535,98984.7797535
2025-04-10,98984.7797535,98984.7797535
2025-04-11,98984.7797535,98984.7797535
2025-04-14,98984.7797535,98984.7797535
2025-04-15,98984.7797535,98984.7797535
2025-04-16,98984.7797535,98984.7797535
2025-04-17,98984.7797535,98984.7797535
2025-04-21,98984.7797535,98984.7797535
2025-04-22,98984.7797535,98984.7797535
2025-04-23,98984.7797535,98984.7797535
2025-04-24,98984.7797535,98984.7797535
2025-04-25,98984.7797535,98984.7797535
2025-04-28,98984.7797535,98984.7797535
2025-04-29,98984.7797535,98984.7797535
2025-04-30,98984.7797535,98984.7797535
2025-05-01,98984.7797535,98984.7797535
2025-05-02,98984.7797535,98984.7797535
2025-05-05,98984.7797535,98984.7797535
2025-05-06,98984.7797535,98984.7797535
2025-05-07,98984.7797535,98984.7797535
2025-05-08,98984.7797535,98984.7797535
2025-05-09,98984.7797535,98984.7797535
2025-05-12,98984.7797535,98984.7797535
2025-05-13,98984.7797535,98984.7797535
2025-05-14,98984.7797535,98984.7797535
2025-05-15,98984.7797535,98984.7797535
2025-05-16,98984.7797535,98984.7797535
2025-05-19,98984.7797535,98984.7797535
2025-05-20,98984.7797535,98984.7797535
2025-05-21,98984.7797535,98984.7797535
2025-05-22,98984.7797535,98984.7797535
2025-05-23,98984.7797535,98984.7797535
2025-05-27,98984.7797535,98984.7797535
2025-05-28,98984.7797535,98984.7797535
2025-05-29,98984.7797535,98984.7797535
2025-05-30,98984.7797535,98984.7797535
2025-06-02,98984.7797535,98984.7797535
2025-06-03,98984.7797535,98984.7797535
2025-06-04,98984.7797535,98984.7797535
2025-06-05,98984.7797535,98984.7797535
2025-06-06,98984.7797535,98984.7797535
2025-06-09,98984.7797535,98984.7797535
2025-06-10,98984.7797535,98984.7797535
2025-06-11,98984.7797535,98984.7797535
2025-06-12,98984.7797535,98984.7797535
2025-06-13,98984.7797535,98984.7797535
2025-06-16,98984.7797535,98984.7797535
2025-06-17,98984.7797535,98984.7797535
2025-06-18,98984.7797535,98984.7797535
2025-06-20,98984.7797535,98984.7797535
2025-06-23,98984.7797535,98984.7797535
2025-06-24,98984.7797535,98984.7797535
2025-06-25,98984.7797535,98984.7797535
2025-06-26,98984.7797535,98984.7797535
2025-06-27,98984.7797535,98984.7797535
2025-06-30,98984.7797535,98984.7797535
2025-07-01,98984.7797535,98984.7797535
2025-07-02,100643.5883105,159.46831050000037
2025-07-03,101168.61831050001,159.46831050000037
2025-07-07,99465.81831049999,159.46831050000037
2025-07-08,99494.1983105,159.46831050000037
2025-07-09,100028.68831049999,159.46831050000037
2025-07-10,100629.3983105,159.46831050000037
2025-07-11,100038.1483105,159.46831050000037
2025-07-14,98836.72831050001,159.46831050000037
2025-07-15,99068.49831050001,159.46831050000037
2025-07-16,99565.1483105,159.46831050000037
2025-07-17,99498.9283105,159.46831050000037
2025-07-18,100047.6083105,159.46831050000037
2025-07-21,100662.5083105,159.46831050000037
2025-07-22,101570.6683105,159.46831050000037
2025-07-23,101452.4183105,159.46831050000037
2025-07-24,101267.9483105,159.46831050000037
2025-07-25,101324.70831049999,159.46831050000037
2025-07-28,101405.11831050001,159.46831050000037
2025-07-29,100090.1783105,159.46831050000037
2025-07-30,99040.11831050001,159.46831050000037
2025-07-31,98340.0783105,159.46831050000037
2025-08-01,99887.63939600001,99887.63939600001
2025-08-04,99887.63939600001,99887.63939600001
2025-08-05,99887.63939600001,99887.63939600001
2025-08-06,99887.63939600001,99887.63939600001
2025-08-07,99887.63939600001,99887.63939600001
2025-08-08,103727.69788,61.4978800000099
2025-08-11,102746.85788000001,61.4978800000099
2025-08-12,103863.29788000001,61.4978800000099
2025-08-13,105526.65788000001,61.4978800000099
2025-08-14,105278.05788000001,61.4978800000099
2025-08-15,104740.17788000002,61.4978800000099
2025-08-18,104423.77788000001,61.4978800000099
2025-08-19,104274.61788,61.4978800000099
2025-08-20,102218.01788,61.4978800000099
2025-08-21,101716.29788000001,61.4978800000099
2025-08-22,103009.01788,61.4978800000099
2025-08-25,102737.81788,61.4978800000099
2025-08-26,103709.61788,61.4978800000099
2025-08-27,104242.97788000002,61.4978800000099
2025-08-28,105178.61788,61.4978800000099
2025-08-29,104988.77788000001,61.4978800000099
2025-09-02,103894.93788000001,61.4978800000099
2025-09-03,107849.93788000001,61.4978800000099
2025-09-04,108442.05788000001,61.4978800000099
2025-09-05,108401.37788000001,61.4978800000099
2025-09-08,107583.25788,61.4978800000099
2025-09-09,105987.69788,61.4978800000099
2025-09-10,102570.57788000001,61.4978800000099
2025-09-11,104035.05788000001,61.4978800000099
2025-09-12,105861.13788000001,61.4978800000099
2025-09-15,107049.89788,61.4978800000099
2025-09-16,107705.29788000001,61.4978800000099
2025-09-17,108084.97788000002,61.4978800000099
2025-09-18,107583.25788,61.4978800000099
2025-09-19,111027.49788000001,61.4978800000099
2025-09-22,115809.65788,61.4978800000099
2025-09-23,115063.85788000001,61.4978800000099
2025-09-24,114105.61788,61.4978800000099
2025-09-25,116166.73788000002,61.4978800000099
2025-09-26,115529.41788000001,61.4978800000099
2025-09-29,115063.85788000001,61.4978800000099
2025-09-30,115154.25788,61.4978800000099
2025-10-01,115524.89788,61.4978800000099
2025-10-02,116284.25788,61.4978800000099
2025-10-03,116686.53788,61.4978800000099
2025-10-06,116085.37788000001,61.4978800000099
2025-10-07,115990.45788000002,61.4978800000099
2025-10-08,116704.61788,61.4978800000099
2025-10-09,114887.57788000001,61.4978800000099
2025-10-10,110923.53788000002,61.4978800000099
2025-10-13,112768.98590400002,112768.98590400002
2025-10-14,112768.98590400002,112768.98590400002
2025-10-15,112768.98590400002,112768.98590400002
2025-10-16,112768.98590400002,112768.98590400002
2025-10-17,112768.98590400002,112768.98590400002
2025-10-20,112768.98590400002,112768.98590400002
2025-10-21,113139.42506400001,148.32506400001876
2025-10-22,111281.82506400002,148.32506400001876
2025-10-23,111767.72506400001,148.32506400001876
2025-10-24,113160.92506400001,148.32506400001876
2025-10-27,115736.62506400002,148.32506400001876
2025-10-28,115818.32506400002,148.32506400001876
2025-10-29,116119.32506400002,148.32506400001876
2025-10-30,116850.325064,148.32506400001876
2025-10-31,116407.42506400002,148.32506400001876
2025-11-03,115839.82506400002,148.32506400001876
2025-11-04,116265.52506400003,148.32506400001876
2025-11-05,116308.52506400002,148.32506400001876
2025-11-06,116149.42506400001,148.32506400001876
2025-11-07,115590.42506400002,148.32506400001876
2025-11-10,116003.22506400003,148.32506400001876
2025-11-11,118505.82506400002,148.32506400001876
2025-11-12,117740.42506400002,148.32506400001876
2025-11-13,117516.82506400002,148.32506400001876
2025-11-14,117284.62506400004,148.32506400001876
2025-11-17,115156.125064,148.32506400001876
2025-11-18,115147.52506400002,148.32506400001876
2025-11-19,115629.12506400002,148.32506400001876
2025-11-20,114635.82506400002,148.32506400001876
2025-11-21,116889.02506400002,148.32506400001876
2025-11-24,118793.92506400002,148.32506400001876
2025-11-25,119245.42506400002,148.32506400001876
2025-11-26,119494.82506400002,148.32506400001876
2025-11-28,120053.82506400003,148.32506400001876
2025-12-01,121881.32506400003,148.32506400001876
2025-12-02,123210.02506400002,148.32506400001876
2025-12-03,122332.825064,148.32506400001876
2025-12-04,120849.32506400002,148.32506400001876
2025-12-05,120023.72506400001,148.32506400001876
2025-12-08,119641.02506400002,148.32506400001876
2025-12-09,119335.72506400003,148.32506400001876
2025-12-10,120023.72506400001,148.32506400001876
2025-12-11,119701.22506400001,148.32506400001876
2025-12-12,119808.72506400001,148.32506400001876
2025-12-15,118015.62506400002,148.32506400001876
2025-12-16,118230.62506400002,148.32506400001876
2025-12-17,117039.525064,148.32506400001876
2025-12-18,117190.02506400002,148.32506400001876
2025-12-19,117826.42506400002,148.32506400001876
2025-12-22,116665.42506400002,148.32506400001876
2025-12-23,117263.12506400002,148.32506400001876
2025-12-24,117886.62506400002,148.32506400001876
2025-12-26,117710.325064,148.32506400001876
2025-12-29,117865.12506400002,148.32506400001876
2025-12-30,117572.72506400001,148.32506400001876
2025-12-31,117048.12506400002,148.32506400001876
2026-01-02,116682.62506400002,148.32506400001876
2026-01-05,115070.12506400002,148.32506400001876
2026-01-06,112963.12506400002,148.32506400001876
2026-01-07,113312.00746400001,113312.00746400001
2026-01-08,113312.00746400001,113312.00746400001
2026-01-09,113312.00746400001,113312.00746400001
2026-01-12,113312.00746400001,113312.00746400001
2026-01-13,113312.00746400001,113312.00746400001
2026-01-14,113312.00746400001,113312.00746400001
2026-01-15,113312.00746400001,113312.00746400001
2026-01-16,113312.00746400001,113312.00746400001
2026-01-20,113312.00746400001,113312.00746400001
2026-01-21,113312.00746400001,113312.00746400001
2026-01-22,113312.00746400001,113312.00746400001
2026-01-23,113312.00746400001,113312.00746400001
2026-01-26,113312.00746400001,113312.00746400001
2026-01-27,113312.00746400001,113312.00746400001
2026-01-28,113312.00746400001,113312.00746400001
2026-01-29,113312.00746400001,113312.00746400001
2026-01-30,113312.00746400001,113312.00746400001
2026-02-02,113312.00746400001,113312.00746400001
2026-02-03,113312.00746400001,113312.00746400001
2026-02-04,113312.00746400001,113312.00746400001
