date,equity,cash
2025-05-23,662.6914199999999,224.87141999999994
2025-05-27,668.8977249999999,260.81772499999994
2025-05-28,664.347725,260.81772499999994
2025-05-29,668.8677250000001,260.81772499999994
2025-05-30,665.2125639999999,208.20256399999994
2025-06-02,666.8625639999999,208.20256399999994
2025-06-03,670.0370019999999,262.81700199999995
2025-06-04,667.867002,262.81700199999995
2025-06-05,669.2296039999999,335.78960399999994
2025-06-06,674.899604,335.78960399999994
2025-06-09,676.2796040000001,335.78960399999994
2025-06-10,678.0396039999999,335.78960399999994
2025-06-11,678.4396039999999,335.78960399999994
2025-06-12,677.089604,335.78960399999994
2025-06-13,670.7096039999999,335.78960399999994
2025-06-16,673.4296039999999,335.78960399999994
2025-06-17,673.0096039999999,335.78960399999994
2025-06-18,678.1796039999999,335.78960399999994
2025-06-20,677.9696039999999,335.78960399999994
2025-06-23,679.103925,277.99392499999993
2025-06-24,686.3283469999999,221.20834699999995
2025-06-25,681.8383470000001,221.20834699999995
2025-06-26,687.2947579999998,256.09475799999996
2025-06-27,689.3449489999999,155.99494899999996
2025-06-30,689.3349489999999,155.99494899999996
2025-07-01,691.4549489999999,155.99494899999996
2025-07-02,693.7168735,153.90687349999996
2025-07-03,695.2131535,115.70315349999996
2025-07-07,693.1231535,115.70315349999996
2025-07-08,688.0031534999999,115.70315349999996
2025-07-09,691.6831534999999,115.70315349999996
2025-07-10,688.3181534999999,115.70315349999996
2025-07-11,677.8822545,222.68225449999994
2025-07-14,675.9422545,222.68225449999994
2025-07-15,673.3522545,222.68225449999994
2025-07-16,675.5655945,288.27559449999995
2025-07-17,677.4955944999999,288.27559449999995
2025-07-18,676.3720465,322.75204649999995
2025-07-21,674.1483204999998,284.48832049999993
2025-07-22,673.5646275,246.55462749999992
2025-07-23,673.6681954999999,181.2281954999999
2025-07-24,663.2881955,181.2281954999999
2025-07-25,665.5580789999999,231.38807899999992
2025-07-28,661.6780789999999,231.38807899999992
2025-07-29,663.0280789999999,231.38807899999992
2025-07-30,657.132061,290.5620609999999
2025-07-31,655.8362,348.1661999999999
2025-08-01,654.9061999999998,348.1661999999999
2025-08-04,665.2325939999998,383.2225939999999
2025-08-05,659.316844,324.7168439999999
2025-08-06,656.72348,256.28347999999994
2025-08-07,658.98348,256.28347999999994
2025-08-08,652.27348,256.28347999999994
2025-08-11,646.61891,209.57890999999995
2025-08-12,653.558005,365.613005
2025-08-13,657.953506,268.613506
2025-08-14,652.6025625999999,96.16256259999997
2025-08-15,650.0625626,96.16256259999997
2025-08-18,648.9525626,96.16256259999997
2025-08-19,645.4087896000001,132.88878959999997
2025-08-20,643.8425976,69.96259759999997
2025-08-21,646.9325976,69.96259759999997
2025-08-22,663.4625976,69.96259759999997
2025-08-25,656.9425975999999,69.96259759999997
2025-08-26,659.4025975999999,69.96259759999997
2025-08-27,666.6725976,69.96259759999997
2025-08-28,666.2125976,69.96259759999997
2025-08-29,678.3925975999998,69.96259759999997
2025-09-02,670.5425976,69.96259759999997
2025-09-03,678.1825976,69.96259759999997
2025-09-04,700.8366546,128.38665459999996
2025-09-05,708.9866545999998,128.38665459999996
2025-09-08,711.1960416,71.25104159999995
2025-09-09,712.1910416000001,71.25104159999995
2025-09-10,710.1710416,71.25104159999995
2025-09-11,725.4210415999999,71.25104159999995
2025-09-12,720.3810415999999,71.25104159999995
2025-09-15,729.9410416000001,71.25104159999995
2025-09-16,726.3657975999997,122.68579759999996
2025-09-17,735.8757975999998,122.68579759999996
2025-09-18,740.4696516,183.13965159999995
2025-09-19,740.8196515999999,183.13965159999995
2025-09-22,735.1229225999999,249.42292259999994
2025-09-23,729.3670725999999,306.9170725999999
2025-09-24,719.9131725999999,266.91317259999994
2025-09-25,710.0531726,266.91317259999994
2025-09-26,713.1089136,407.48891359999993
2025-09-29,729.2089135999998,407.48891359999993
2025-09-30,727.0589136,407.48891359999993
2025-10-01,738.4889135999999,407.48891359999993
2025-10-02,741.2938015999999,457.60380159999994
2025-10-03,747.3938015999998,457.60380159999994
2025-10-06,738.9267596,386.17675959999997
2025-10-07,738.6767596,386.17675959999997
2025-10-08,750.3767595999999,386.17675959999997
2025-10-09,746.8167596000001,386.17675959999997
2025-10-10,731.3967596,386.17675959999997
2025-10-13,749.4166946000001,363.29669459999997
2025-10-14,743.6666945999999,363.29669459999997
2025-10-15,763.0449680999999,295.02496809999997
2025-10-16,761.0306431,250.77064309999997
2025-10-17,759.5806430999999,250.77064309999997
2025-10-20,772.5806430999999,250.77064309999997
2025-10-21,775.2906431,250.77064309999997
2025-10-22,773.6606430999998,250.77064309999997
2025-10-23,792.0406431000001,250.77064309999997
2025-10-24,807.8260161,102.48601609999996
2025-10-27,806.0260160999999,102.48601609999996
2025-10-28,803.2460160999999,102.48601609999996
2025-10-29,824.7136681,96.03366809999997
2025-10-30,814.9856430999998,174.27564309999997
2025-10-31,817.1086780999999,242.91867809999997
2025-11-03,820.8736131,191.26361309999996
2025-11-04,808.2836131,191.26361309999996
2025-11-05,831.1964870999999,118.99648709999995
2025-11-06,814.8776970999999,142.1176971
2025-11-07,851.9576970999999,142.1176971
2025-11-10,884.8398610999999,62.74986109999999
2025-11-11,888.6498611,62.74986109999999
2025-11-12,905.3598611000001,62.74986109999999
2025-11-13,857.6198611,62.74986109999999
2025-11-14,866.0121450999999,138.90214509999998
2025-11-17,875.5121451,138.90214509999998
2025-11-18,854.8321450999999,138.90214509999998
2025-11-19,851.4849481,65.92494809999998
2025-11-20,801.6449481000001,65.92494809999998
2025-11-21,820.8188330999999,3.7688330999999806
2025-11-24,847.3288331000001,3.7688330999999806
2025-11-25,853.6288331000001,3.7688330999999806
2025-11-26,856.9988331,3.7688330999999806
2025-11-28,863.7788331,3.7688330999999806
2025-12-01,843.0388330999999,3.7688330999999806
2025-12-02,830.7738371,8.913837099999967
2025-12-03,828.3377861000001,68.41778609999997
2025-12-04,848.0977861000001,68.41778609999997
2025-12-05,864.5977860999999,68.41778609999997
2025-12-08,853.5108020999999,137.2508021
2025-12-09,845.2508021000001,137.2508021
2025-12-10,866.6008021,137.2508021
2025-12-11,881.9083781,10.998378099999982
2025-12-12,845.6383781,10.998378099999982
2025-12-15,840.9983781,10.998378099999982
2025-12-16,854.4683780999999,10.998378099999982
2025-12-17,852.4583781000001,10.998378099999982
2025-12-18,862.1883781,10.998378099999982
2025-12-19,887.5583780999999,10.998378099999982
2025-12-22,891.0283781,10.998378099999982
2025-12-23,887.9604540999999,89.23045409999997
2025-12-24,894.5604541,89.23045409999997
2025-12-26,893.0104541000001,89.23045409999997
2025-12-29,881.6804540999999,89.23045409999997
2025-12-30,872.7976271,215.48762709999997
2025-12-31,867.0076270999999,215.48762709999997
2026-01-02,904.7606751,284.00067509999997
2026-01-05,901.5206750999998,284.00067509999997
2026-01-06,985.1452061,26.285206099999954
2026-01-07,987.6986290999998,25.278629099999947
2026-01-08,971.5709131000001,101.43091309999994
2026-01-09,1010.8523241,14.53232409999994
2026-01-12,1014.4423241,14.53232409999994
2026-01-13,1018.0623240999998,14.53232409999994
2026-01-14,1014.6823241,14.53232409999994
2026-01-15,1037.2523241,14.53232409999994
2026-01-16,1041.2623241000001,14.53232409999994
2026-01-20,1068.5523241,14.53232409999994
2026-01-21,1128.1223241,14.53232409999994
2026-01-22,1126.1473240999999,14.53232409999994
2026-01-23,1090.5523240999999,14.53232409999994
2026-01-26,1085.0523241,14.53232409999994
2026-01-27,1096.9452211,84.55522109999994
2026-01-28,1134.2897960999999,90.36979609999995
2026-01-29,1147.5061985999998,175.33619859999993
2026-01-30,1180.2961986,175.33619859999993
2026-02-02,1272.0944015999999,171.04440159999996
2026-02-03,1301.2322066,48.08220659999995
2026-02-03,1294.1068916,1294.1068916
