date,symbol,side,qty,price,commission,slippage_bps,fill_model,entry_score,entry_tag
2026-01-07,TRU,SELL,1,83.381661,1.0,1.0,next_open,,
2026-01-07,AFRM,BUY,1,82.388238,1.0,1.0,next_open,0.0027855883995669384,donchian
2026-01-08,IAC,SELL,2,38.576142,1.0,1.0,next_open,,
2026-01-09,GAP,BUY,3,28.632863,1.0,1.0,next_open,0.0008725707951975072,donchian
2026-01-27,AFRM,SELL,1,71.022897,1.0,1.0,next_open,,
2026-01-28,MAT,SELL,4,20.257974,1.0,1.0,next_open,,
2026-01-28,KO,BUY,1,73.217321,1.0,1.0,next_open,0.00017876498392749413,donchian
2026-01-29,HBAN,SELL,5,17.1932805,1.0,1.0,next_open,,
2026-02-02,ROIV,SELL,5,21.567843,1.0,1.0,next_open,,
2026-02-02,MRK,BUY,1,110.131012,1.0,1.0,next_open,0.06023872789763618,pullback
2026-02-03,OC,BUY,1,121.96219500000001,1.0,1.0,next_open,0.06357482601668818,pullback
2026-02-03,CTSH,SELL,1,74.49255,1.0,1.0,final_close,,
2026-02-03,AGNC,SELL,7,11.488851,1.0,1.0,final_close,,
2026-02-03,GAP,SELL,3,28.337166,1.0,1.0,final_close,,
2026-02-03,SNDK,SELL,1,695.440449,1.0,1.0,final_close,,
2026-02-03,KO,SELL,1,76.882311,1.0,1.0,final_close,,
2026-02-03,MRK,SELL,1,115.828416,1.0,1.0,final_close,,
2026-02-03,OC,SELL,1,124.947504,1.0,1.0,final_close,,
